measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,570,Washington,3,Both,22,All Ages,718,Self-harm,2,Percent,1990,0.021694698,0.022367305,0.020958205
1,Deaths,523,Alabama,3,Both,22,All Ages,718,Self-harm,2,Percent,1990,0.014718304,0.015311444,0.014177051
1,Deaths,539,Kansas,3,Both,22,All Ages,718,Self-harm,2,Percent,1990,0.015225123,0.015848623,0.014677921
1,Deaths,554,New Mexico,3,Both,22,All Ages,718,Self-harm,2,Percent,1990,0.028374611,0.029511178,0.027217449
1,Deaths,536,Illinois,3,Both,22,All Ages,718,Self-harm,2,Percent,1991,0.012809564,0.013246403,0.012387347
1,Deaths,524,Alaska,3,Both,22,All Ages,718,Self-harm,2,Percent,1990,0.045038789,0.047506987,0.042693778
1,Deaths,555,New York,3,Both,22,All Ages,718,Self-harm,2,Percent,1990,0.010415467,0.010800726,0.010057725
1,Deaths,571,West Virginia,3,Both,22,All Ages,718,Self-harm,2,Percent,1990,0.013753792,0.014367247,0.013173273
1,Deaths,540,Kentucky,3,Both,22,All Ages,718,Self-harm,2,Percent,1990,0.01564624,0.016257305,0.015053869
1,Deaths,552,New Hampshire,3,Both,22,All Ages,718,Self-harm,2,Percent,1991,0.017988297,0.018866357,0.017214355
1,Deaths,538,Iowa,3,Both,22,All Ages,718,Self-harm,2,Percent,1991,0.012981904,0.013459203,0.012471737
1,Deaths,541,Louisiana,3,Both,22,All Ages,718,Self-harm,2,Percent,1990,0.015862896,0.016451433,0.015291709
1,Deaths,556,North Carolina,3,Both,22,All Ages,718,Self-harm,2,Percent,1990,0.015908914,0.016468482,0.015332441
1,Deaths,554,New Mexico,3,Both,22,All Ages,718,Self-harm,2,Percent,1991,0.027761048,0.028882545,0.026688334
1,Deaths,539,Kansas,3,Both,22,All Ages,718,Self-harm,2,Percent,1991,0.015266589,0.015855239,0.014691411
1,Deaths,525,Arizona,3,Both,22,All Ages,718,Self-harm,2,Percent,1990,0.02399414,0.024788291,0.023124246
1,Deaths,573,Wyoming,3,Both,22,All Ages,718,Self-harm,2,Percent,1990,0.025980749,0.02732514,0.024796947
1,Deaths,542,Maine,3,Both,22,All Ages,718,Self-harm,2,Percent,1990,0.015719217,0.016391902,0.015082312
